sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price,dwh_create_date
SO55093,BK-M68B-42,11549,2013-03-27,2013-04-03,2013-04-08,2295,1,2295,2024-12-30 14:06:36.9733333
SO55093,WB-H098,11549,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55093,BC-M005,11549,2013-03-27,2013-04-03,2013-04-08,10,1,10,2024-12-30 14:06:36.9733333
SO55094,LJ-0192-L,11858,2013-03-27,2013-04-03,2013-04-08,50,1,50,2024-12-30 14:06:36.9733333
SO55095,TI-M267,11150,2013-03-27,2013-04-03,2013-04-08,25,1,25,2024-12-30 14:06:36.9733333
SO55095,TT-M928,11150,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55095,HL-U509-R,11150,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55095,GL-H102-L,11150,2013-03-27,2013-04-03,2013-04-08,24,1,24,2024-12-30 14:06:36.9733333
SO55095,SJ-0194-M,11150,2013-03-27,2013-04-03,2013-04-08,54,1,54,2024-12-30 14:06:36.9733333
SO55096,TI-R092,19603,2013-03-27,2013-04-03,2013-04-08,21,1,21,2024-12-30 14:06:36.9733333
SO55096,TT-R982,19603,2013-03-27,2013-04-03,2013-04-08,4,1,4,2024-12-30 14:06:36.9733333
SO55097,FE-6654,19567,2013-03-27,2013-04-03,2013-04-08,22,1,22,2024-12-30 14:06:36.9733333
SO55097,SJ-0194-M,19567,2013-03-27,2013-04-03,2013-04-08,54,1,54,2024-12-30 14:06:36.9733333
SO55098,SH-W890-S,26664,2013-03-27,2013-04-03,2013-04-08,70,1,70,2024-12-30 14:06:36.9733333
SO55098,SJ-0194-X,26664,2013-03-27,2013-04-03,2013-04-08,54,1,54,2024-12-30 14:06:36.9733333
SO55099,TT-M928,25223,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55099,HL-U509-B,25223,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55099,SJ-0194-X,25223,2013-03-27,2013-04-03,2013-04-08,54,1,54,2024-12-30 14:06:36.9733333
SO55099,CA-1098,25223,2013-03-27,2013-04-03,2013-04-08,9,1,9,2024-12-30 14:06:36.9733333
SO55100,TI-T723,27387,2013-03-27,2013-04-03,2013-04-08,29,1,29,2024-12-30 14:06:36.9733333
SO55100,TT-T092,27387,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55101,TT-T092,11498,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55101,HY-1023-70,11498,2013-03-27,2013-04-03,2013-04-08,55,1,55,2024-12-30 14:06:36.9733333
SO55102,TT-R982,11501,2013-03-27,2013-04-03,2013-04-08,4,1,4,2024-12-30 14:06:36.9733333
SO55102,PK-7098,11501,2013-03-27,2013-04-03,2013-04-08,2,1,2,2024-12-30 14:06:36.9733333
SO55103,TT-T092,28005,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55103,PK-7098,28005,2013-03-27,2013-04-03,2013-04-08,2,1,2,2024-12-30 14:06:36.9733333
SO55104,TI-M267,11505,2013-03-27,2013-04-03,2013-04-08,25,1,25,2024-12-30 14:06:36.9733333
SO55104,PK-7098,11505,2013-03-27,2013-04-03,2013-04-08,2,1,2,2024-12-30 14:06:36.9733333
SO55105,TI-R982,13762,2013-03-27,2013-04-03,2013-04-08,33,1,33,2024-12-30 14:06:36.9733333
SO55105,TT-R982,13762,2013-03-27,2013-04-03,2013-04-08,4,1,4,2024-12-30 14:06:36.9733333
SO55106,TI-M602,18755,2013-03-27,2013-04-03,2013-04-08,30,1,30,2024-12-30 14:06:36.9733333
SO55107,TT-M928,11501,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55107,TI-M602,11501,2013-03-27,2013-04-03,2013-04-08,30,1,30,2024-12-30 14:06:36.9733333
SO55107,FE-6654,11501,2013-03-27,2013-04-03,2013-04-08,22,1,22,2024-12-30 14:06:36.9733333
SO55107,HL-U509-R,11501,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55108,TT-M928,22142,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55108,TI-M602,22142,2013-03-27,2013-04-03,2013-04-08,30,1,30,2024-12-30 14:06:36.9733333
SO55108,FE-6654,22142,2013-03-27,2013-04-03,2013-04-08,22,1,22,2024-12-30 14:06:36.9733333
SO55108,BC-M005,22142,2013-03-27,2013-04-03,2013-04-08,10,1,10,2024-12-30 14:06:36.9733333
SO55108,WB-H098,22142,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55109,WB-H098,17027,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55109,BC-M005,17027,2013-03-27,2013-04-03,2013-04-08,10,1,10,2024-12-30 14:06:36.9733333
SO55109,SJ-0194-M,17027,2013-03-27,2013-04-03,2013-04-08,54,1,54,2024-12-30 14:06:36.9733333
SO55109,GL-H102-L,17027,2013-03-27,2013-04-03,2013-04-08,24,1,24,2024-12-30 14:06:36.9733333
SO55110,SH-W890-S,18807,2013-03-27,2013-04-03,2013-04-08,70,1,70,2024-12-30 14:06:36.9733333
SO55110,LJ-0192-S,18807,2013-03-27,2013-04-03,2013-04-08,50,1,50,2024-12-30 14:06:36.9733333
SO55111,WB-H098,26449,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55112,SH-W890-M,18836,2013-03-27,2013-04-03,2013-04-08,70,1,70,2024-12-30 14:06:36.9733333
SO55112,CA-1098,18836,2013-03-27,2013-04-03,2013-04-08,9,1,9,2024-12-30 14:06:36.9733333
SO55112,LJ-0192-L,18836,2013-03-27,2013-04-03,2013-04-08,50,1,50,2024-12-30 14:06:36.9733333
SO55113,WB-H098,17161,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55113,HY-1023-70,17161,2013-03-27,2013-04-03,2013-04-08,55,1,55,2024-12-30 14:06:36.9733333
SO55114,TT-M928,18321,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55114,CL-9009,18321,2013-03-27,2013-04-03,2013-04-08,8,1,8,2024-12-30 14:06:36.9733333
SO55115,FE-6654,14711,2013-03-27,2013-04-03,2013-04-08,22,1,22,2024-12-30 14:06:36.9733333
SO55115,LJ-0192-M,14711,2013-03-27,2013-04-03,2013-04-08,50,1,50,2024-12-30 14:06:36.9733333
SO55116,TI-M267,16458,2013-03-27,2013-04-03,2013-04-08,25,1,25,2024-12-30 14:06:36.9733333
SO55117,SH-W890-L,28442,2013-03-27,2013-04-03,2013-04-08,70,1,70,2024-12-30 14:06:36.9733333
SO55118,TT-M928,17083,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55118,TI-M267,17083,2013-03-27,2013-04-03,2013-04-08,25,1,25,2024-12-30 14:06:36.9733333
SO55118,FE-6654,17083,2013-03-27,2013-04-03,2013-04-08,22,1,22,2024-12-30 14:06:36.9733333
SO55119,TT-R982,16455,2013-03-27,2013-04-03,2013-04-08,4,1,4,2024-12-30 14:06:36.9733333
SO55119,TI-R628,16455,2013-03-27,2013-04-03,2013-04-08,25,1,25,2024-12-30 14:06:36.9733333
SO55120,TT-T092,27850,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55120,WB-H098,27850,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55120,BC-R205,27850,2013-03-27,2013-04-03,2013-04-08,9,1,9,2024-12-30 14:06:36.9733333
SO55120,SJ-0194-M,27850,2013-03-27,2013-04-03,2013-04-08,54,1,54,2024-12-30 14:06:36.9733333
SO55121,TI-T723,13676,2013-03-27,2013-04-03,2013-04-08,29,1,29,2024-12-30 14:06:36.9733333
SO55121,TT-T092,13676,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55121,PK-7098,13676,2013-03-27,2013-04-03,2013-04-08,2,1,2,2024-12-30 14:06:36.9733333
SO55122,TI-T723,26972,2013-03-27,2013-04-03,2013-04-08,29,1,29,2024-12-30 14:06:36.9733333
SO55122,TT-T092,26972,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55122,LJ-0192-S,26972,2013-03-27,2013-04-03,2013-04-08,50,1,50,2024-12-30 14:06:36.9733333
SO55123,TT-T092,25579,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55123,HL-U509-R,25579,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55124,FE-6654,13432,2013-03-27,2013-04-03,2013-04-08,22,1,22,2024-12-30 14:06:36.9733333
SO55124,HL-U509,13432,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55125,FE-6654,13296,2013-03-27,2013-04-03,2013-04-08,22,1,22,2024-12-30 14:06:36.9733333
SO55126,SJ-0194-M,11440,2013-03-27,2013-04-03,2013-04-08,54,1,54,2024-12-30 14:06:36.9733333
SO55126,GL-H102-S,11440,2013-03-27,2013-04-03,2013-04-08,24,1,24,2024-12-30 14:06:36.9733333
SO55127,FE-6654,18078,2013-03-27,2013-04-03,2013-04-08,22,1,22,2024-12-30 14:06:36.9733333
SO55127,LJ-0192-X,18078,2013-03-27,2013-04-03,2013-04-08,50,1,50,2024-12-30 14:06:36.9733333
SO55128,BK-M18B-42,15827,2013-03-27,2013-04-03,2013-04-08,540,1,540,2024-12-30 14:06:36.9733333
SO55128,FE-6654,15827,2013-03-27,2013-04-03,2013-04-08,22,1,22,2024-12-30 14:06:36.9733333
SO55128,BC-M005,15827,2013-03-27,2013-04-03,2013-04-08,10,1,10,2024-12-30 14:06:36.9733333
SO55128,WB-H098,15827,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55128,LJ-0192-X,15827,2013-03-27,2013-04-03,2013-04-08,50,1,50,2024-12-30 14:06:36.9733333
SO55128,SO-R809-L,15827,2013-03-27,2013-04-03,2013-04-08,9,1,9,2024-12-30 14:06:36.9733333
SO55129,BK-M18S-42,15913,2013-03-27,2013-04-03,2013-04-08,565,1,565,2024-12-30 14:06:36.9733333
SO55129,TI-M267,15913,2013-03-27,2013-04-03,2013-04-08,25,1,25,2024-12-30 14:06:36.9733333
SO55129,PK-7098,15913,2013-03-27,2013-04-03,2013-04-08,2,1,2,2024-12-30 14:06:36.9733333
SO55129,RA-H123,15913,2013-03-27,2013-04-03,2013-04-08,120,1,120,2024-12-30 14:06:36.9733333
SO55130,BK-R89B-52,20339,2013-03-27,2013-04-03,2013-04-08,2443,1,2443,2024-12-30 14:06:36.9733333
SO55130,HL-U509-R,20339,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55130,LJ-0192-S,20339,2013-03-27,2013-04-03,2013-04-08,50,1,50,2024-12-30 14:06:36.9733333
SO55131,BK-M38S-42,18923,2013-03-27,2013-04-03,2013-04-08,769,1,769,2024-12-30 14:06:36.9733333
SO55131,HL-U509-B,18923,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55132,BK-M68S-38,11026,2013-03-27,2013-04-03,2013-04-08,2320,1,2320,2024-12-30 14:06:36.9733333
SO55132,HY-1023-70,11026,2013-03-27,2013-04-03,2013-04-08,55,1,55,2024-12-30 14:06:36.9733333
SO55132,GL-H102-L,11026,2013-03-27,2013-04-03,2013-04-08,24,1,24,2024-12-30 14:06:36.9733333
SO55133,BK-M68B-42,11967,2013-03-27,2013-04-03,2013-04-08,2295,1,2295,2024-12-30 14:06:36.9733333
SO55133,CA-1098,11967,2013-03-27,2013-04-03,2013-04-08,9,1,9,2024-12-30 14:06:36.9733333
SO55133,HY-1023-70,11967,2013-03-27,2013-04-03,2013-04-08,55,1,55,2024-12-30 14:06:36.9733333
SO55134,BK-M68S-46,11898,2013-03-27,2013-04-03,2013-04-08,2320,1,2320,2024-12-30 14:06:36.9733333
SO55134,TI-M823,11898,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55134,TT-M928,11898,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55134,HL-U509,11898,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55135,BK-T79Y-46,24673,2013-03-27,2013-04-03,2013-04-08,2384,1,2384,2024-12-30 14:06:36.9733333
SO55135,HL-U509-R,24673,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55135,SO-R809-M,24673,2013-03-27,2013-04-03,2013-04-08,9,1,9,2024-12-30 14:06:36.9733333
SO55136,BK-R19B-58,22374,2013-03-27,2013-04-03,2013-04-08,540,1,540,2024-12-30 14:06:36.9733333
SO55136,TI-R092,22374,2013-03-27,2013-04-03,2013-04-08,21,1,21,2024-12-30 14:06:36.9733333
SO55136,TT-R982,22374,2013-03-27,2013-04-03,2013-04-08,4,1,4,2024-12-30 14:06:36.9733333
SO55136,HL-U509-B,22374,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55137,BK-R64Y-40,23230,2013-03-27,2013-04-03,2013-04-08,1120,1,1120,2024-12-30 14:06:36.9733333
SO55137,HL-U509-B,23230,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55138,BK-T18U-44,28111,2013-03-27,2013-04-03,2013-04-08,742,1,742,2024-12-30 14:06:36.9733333
SO55138,TI-T723,28111,2013-03-27,2013-04-03,2013-04-08,29,1,29,2024-12-30 14:06:36.9733333
SO55138,TT-T092,28111,2013-03-27,2013-04-03,2013-04-08,5,1,5,2024-12-30 14:06:36.9733333
SO55138,HL-U509,28111,2013-03-27,2013-04-03,2013-04-08,35,1,35,2024-12-30 14:06:36.9733333
SO55138,SJ-0194-S,28111,2013-03-27,2013-04-03,2013-04-08,54,1,54,2024-12-30 14:06:36.9733333
SO55139,BK-R64Y-38,23417,2013-03-28,2013-04-04,2013-04-09,1120,1,1120,2024-12-30 14:06:36.9733333
SO55139,HL-U509-R,23417,2013-03-28,2013-04-04,2013-04-09,35,1,35,2024-12-30 14:06:36.9733333
SO55140,BK-T44U-46,11999,2013-03-28,2013-04-04,2013-04-09,1215,1,1215,2024-12-30 14:06:36.9733333
SO55140,TI-T723,11999,2013-03-28,2013-04-04,2013-04-09,29,1,29,2024-12-30 14:06:36.9733333
SO55140,TT-T092,11999,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55140,HL-U509-R,11999,2013-03-28,2013-04-04,2013-04-09,35,1,35,2024-12-30 14:06:36.9733333
SO55140,GL-H102-L,11999,2013-03-28,2013-04-04,2013-04-09,24,1,24,2024-12-30 14:06:36.9733333
SO55141,BK-M68S-42,11548,2013-03-28,2013-04-04,2013-04-09,2320,1,2320,2024-12-30 14:06:36.9733333
SO55141,HL-U509,11548,2013-03-28,2013-04-04,2013-04-09,35,1,35,2024-12-30 14:06:36.9733333
SO55141,LJ-0192-S,11548,2013-03-28,2013-04-04,2013-04-09,50,1,50,2024-12-30 14:06:36.9733333
SO55141,GL-H102-L,11548,2013-03-28,2013-04-04,2013-04-09,24,1,24,2024-12-30 14:06:36.9733333
SO55142,BK-M68S-46,11433,2013-03-28,2013-04-04,2013-04-09,2320,1,2320,2024-12-30 14:06:36.9733333
SO55142,PK-7098,11433,2013-03-28,2013-04-04,2013-04-09,2,1,2,2024-12-30 14:06:36.9733333
SO55143,RA-H123,13170,2013-03-28,2013-04-04,2013-04-09,120,1,120,2024-12-30 14:06:36.9733333
SO55144,WB-H098,20317,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55144,SJ-0194-X,20317,2013-03-28,2013-04-04,2013-04-09,54,1,54,2024-12-30 14:06:36.9733333
SO55145,BK-R79Y-42,23780,2013-03-28,2013-04-04,2013-04-09,1701,1,1701,2024-12-30 14:06:36.9733333
SO55145,LJ-0192-M,23780,2013-03-28,2013-04-04,2013-04-09,50,1,50,2024-12-30 14:06:36.9733333
SO55146,BK-M68B-42,12750,2013-03-28,2013-04-04,2013-04-09,2295,1,2295,2024-12-30 14:06:36.9733333
SO55146,BC-M005,12750,2013-03-28,2013-04-04,2013-04-09,10,1,10,2024-12-30 14:06:36.9733333
SO55146,WB-H098,12750,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55147,TI-R628,29241,2013-03-28,2013-04-04,2013-04-09,25,1,25,2024-12-30 14:06:36.9733333
SO55148,PK-7098,11213,2013-03-28,2013-04-04,2013-04-09,2,1,2,2024-12-30 14:06:36.9733333
SO55149,TI-R092,27654,2013-03-28,2013-04-04,2013-04-09,21,1,21,2024-12-30 14:06:36.9733333
SO55150,TI-R092,27479,2013-03-28,2013-04-04,2013-04-09,21,1,21,2024-12-30 14:06:36.9733333
SO55150,PK-7098,27479,2013-03-28,2013-04-04,2013-04-09,2,1,2,2024-12-30 14:06:36.9733333
SO55151,TT-T092,11215,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55151,HL-U509-B,11215,2013-03-28,2013-04-04,2013-04-09,35,1,35,2024-12-30 14:06:36.9733333
SO55152,TI-M267,25953,2013-03-28,2013-04-04,2013-04-09,25,1,25,2024-12-30 14:06:36.9733333
SO55152,HL-U509,25953,2013-03-28,2013-04-04,2013-04-09,35,1,35,2024-12-30 14:06:36.9733333
SO55153,TI-M267,20746,2013-03-28,2013-04-04,2013-04-09,25,1,25,2024-12-30 14:06:36.9733333
SO55153,TT-M928,20746,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55153,HL-U509-B,20746,2013-03-28,2013-04-04,2013-04-09,35,1,35,2024-12-30 14:06:36.9733333
SO55154,TI-R982,16959,2013-03-28,2013-04-04,2013-04-09,33,1,33,2024-12-30 14:06:36.9733333
SO55154,PK-7098,16959,2013-03-28,2013-04-04,2013-04-09,2,1,2,2024-12-30 14:06:36.9733333
SO55155,TT-R982,24742,2013-03-28,2013-04-04,2013-04-09,4,1,4,2024-12-30 14:06:36.9733333
SO55155,TI-R982,24742,2013-03-28,2013-04-04,2013-04-09,33,1,33,2024-12-30 14:06:36.9733333
SO55156,TI-R982,24423,2013-03-28,2013-04-04,2013-04-09,33,1,33,2024-12-30 14:06:36.9733333
SO55157,TT-M928,18686,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55157,TI-M602,18686,2013-03-28,2013-04-04,2013-04-09,30,1,30,2024-12-30 14:06:36.9733333
SO55157,HL-U509-B,18686,2013-03-28,2013-04-04,2013-04-09,35,1,35,2024-12-30 14:06:36.9733333
SO55158,SH-W890-S,11498,2013-03-28,2013-04-04,2013-04-09,70,1,70,2024-12-30 14:06:36.9733333
SO55158,CA-1098,11498,2013-03-28,2013-04-04,2013-04-09,9,1,9,2024-12-30 14:06:36.9733333
SO55159,SH-W890-M,19896,2013-03-28,2013-04-04,2013-04-09,70,1,70,2024-12-30 14:06:36.9733333
SO55160,CA-1098,20014,2013-03-28,2013-04-04,2013-04-09,9,1,9,2024-12-30 14:06:36.9733333
SO55160,SH-W890-M,20014,2013-03-28,2013-04-04,2013-04-09,70,1,70,2024-12-30 14:06:36.9733333
SO55161,TT-M928,16115,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55161,PK-7098,16115,2013-03-28,2013-04-04,2013-04-09,2,1,2,2024-12-30 14:06:36.9733333
SO55162,WB-H098,18327,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55162,SO-R809-L,18327,2013-03-28,2013-04-04,2013-04-09,9,1,9,2024-12-30 14:06:36.9733333
SO55163,TT-M928,24399,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55163,CL-9009,24399,2013-03-28,2013-04-04,2013-04-09,8,1,8,2024-12-30 14:06:36.9733333
SO55163,RA-H123,24399,2013-03-28,2013-04-04,2013-04-09,120,1,120,2024-12-30 14:06:36.9733333
SO55164,TI-R982,14531,2013-03-28,2013-04-04,2013-04-09,33,1,33,2024-12-30 14:06:36.9733333
SO55164,TT-R982,14531,2013-03-28,2013-04-04,2013-04-09,4,1,4,2024-12-30 14:06:36.9733333
SO55164,HL-U509,14531,2013-03-28,2013-04-04,2013-04-09,35,1,35,2024-12-30 14:06:36.9733333
SO55165,TI-R628,22324,2013-03-28,2013-04-04,2013-04-09,25,1,25,2024-12-30 14:06:36.9733333
SO55166,TI-M267,16474,2013-03-28,2013-04-04,2013-04-09,25,1,25,2024-12-30 14:06:36.9733333
SO55167,TI-R628,18036,2013-03-28,2013-04-04,2013-04-09,25,1,25,2024-12-30 14:06:36.9733333
SO55168,TT-R982,27903,2013-03-28,2013-04-04,2013-04-09,4,1,4,2024-12-30 14:06:36.9733333
SO55168,TI-R982,27903,2013-03-28,2013-04-04,2013-04-09,33,1,33,2024-12-30 14:06:36.9733333
SO55168,PK-7098,27903,2013-03-28,2013-04-04,2013-04-09,2,1,2,2024-12-30 14:06:36.9733333
SO55169,TT-R982,19515,2013-03-28,2013-04-04,2013-04-09,4,1,4,2024-12-30 14:06:36.9733333
SO55169,PK-7098,19515,2013-03-28,2013-04-04,2013-04-09,2,1,2,2024-12-30 14:06:36.9733333
SO55170,WB-H098,21114,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55171,TI-R092,11566,2013-03-28,2013-04-04,2013-04-09,21,1,21,2024-12-30 14:06:36.9733333
SO55171,TT-R982,11566,2013-03-28,2013-04-04,2013-04-09,4,1,4,2024-12-30 14:06:36.9733333
SO55171,PK-7098,11566,2013-03-28,2013-04-04,2013-04-09,2,1,2,2024-12-30 14:06:36.9733333
SO55172,FE-6654,13183,2013-03-28,2013-04-04,2013-04-09,22,1,22,2024-12-30 14:06:36.9733333
SO55172,SJ-0194-L,13183,2013-03-28,2013-04-04,2013-04-09,54,1,54,2024-12-30 14:06:36.9733333
SO55173,BK-M38S-38,13979,2013-03-28,2013-04-04,2013-04-09,769,1,769,2024-12-30 14:06:36.9733333
SO55173,SH-W890-M,13979,2013-03-28,2013-04-04,2013-04-09,70,1,70,2024-12-30 14:06:36.9733333
SO55174,BK-R79Y-42,18721,2013-03-28,2013-04-04,2013-04-09,1701,1,1701,2024-12-30 14:06:36.9733333
SO55174,SJ-0194-X,18721,2013-03-28,2013-04-04,2013-04-09,54,1,54,2024-12-30 14:06:36.9733333
SO55175,BK-M68B-38,11764,2013-03-28,2013-04-04,2013-04-09,2295,1,2295,2024-12-30 14:06:36.9733333
SO55175,BC-M005,11764,2013-03-28,2013-04-04,2013-04-09,10,1,10,2024-12-30 14:06:36.9733333
SO55175,WB-H098,11764,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55175,HL-U509-B,11764,2013-03-28,2013-04-04,2013-04-09,35,1,35,2024-12-30 14:06:36.9733333
SO55176,BK-M68S-38,11892,2013-03-28,2013-04-04,2013-04-09,2320,1,2320,2024-12-30 14:06:36.9733333
SO55176,WB-H098,11892,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55176,BC-M005,11892,2013-03-28,2013-04-04,2013-04-09,10,1,10,2024-12-30 14:06:36.9733333
SO55177,BK-R19B-48,16340,2013-03-28,2013-04-04,2013-04-09,540,1,540,2024-12-30 14:06:36.9733333
SO55177,WB-H098,16340,2013-03-28,2013-04-04,2013-04-09,5,1,5,2024-12-30 14:06:36.9733333
SO55177,BC-R205,16340,2013-03-28,2013-04-04,2013-04-09,9,1,9,2024-12-30 14:06:36.9733333
SO55177,HY-1023-70,16340,2013-03-28,2013-04-04,2013-04-09,55,1,55,2024-12-30 14:06:36.9733333
SO55178,BK-T79U-60,24135,2013-03-28,2013-04-04,2013-04-09,2384,1,2384,2024-12-30 14:06:36.9733333
SO55178,HL-U509-R,24135,2013-03-28,2013-04-04,2013-04-09,35,1,35,2024-12-30 14:06:36.9733333
SO55179,BK-R89B-52,18491,2013-03-29,2013-04-05,2013-04-10,2443,1,2443,2024-12-30 14:06:36.9733333
SO55179,HL-U509,18491,2013-03-29,2013-04-05,2013-04-10,35,1,35,2024-12-30 14:06:36.9733333
SO55180,TI-M267,11362,2013-03-29,2013-04-05,2013-04-10,25,1,25,2024-12-30 14:06:36.9733333
SO55180,PK-7098,11362,2013-03-29,2013-04-05,2013-04-10,2,1,2,2024-12-30 14:06:36.9733333
SO55181,TT-R982,15236,2013-03-29,2013-04-05,2013-04-10,4,1,4,2024-12-30 14:06:36.9733333
SO55181,CA-1098,15236,2013-03-29,2013-04-05,2013-04-10,9,1,9,2024-12-30 14:06:36.9733333
SO55181,TI-R628,15236,2013-03-29,2013-04-05,2013-04-10,25,1,25,2024-12-30 14:06:36.9733333
SO55182,TI-M602,17238,2013-03-29,2013-04-05,2013-04-10,30,1,30,2024-12-30 14:06:36.9733333
SO55182,VE-C304-S,17238,2013-03-29,2013-04-05,2013-04-10,64,1,64,2024-12-30 14:06:36.9733333
SO55183,TI-M602,16168,2013-03-29,2013-04-05,2013-04-10,30,1,30,2024-12-30 14:06:36.9733333
SO55183,TT-M928,16168,2013-03-29,2013-04-05,2013-04-10,5,1,5,2024-12-30 14:06:36.9733333
SO55183,PK-7098,16168,2013-03-29,2013-04-05,2013-04-10,2,1,2,2024-12-30 14:06:36.9733333
SO55183,CL-9009,16168,2013-03-29,2013-04-05,2013-04-10,8,1,8,2024-12-30 14:06:36.9733333
SO55184,FE-6654,18712,2013-03-29,2013-04-05,2013-04-10,22,1,22,2024-12-30 14:06:36.9733333
SO55185,LJ-0192-M,12249,2013-03-29,2013-04-05,2013-04-10,50,1,50,2024-12-30 14:06:36.9733333
SO55186,CA-1098,17325,2013-03-29,2013-04-05,2013-04-10,9,1,9,2024-12-30 14:06:36.9733333
SO55187,BK-M18B-40,14925,2013-03-29,2013-04-05,2013-04-10,540,1,540,2024-12-30 14:06:36.9733333
SO55188,BK-R89R-58,27924,2013-03-29,2013-04-05,2013-04-10,2443,1,2443,2024-12-30 14:06:36.9733333
SO55188,TI-R982,27924,2013-03-29,2013-04-05,2013-04-10,33,1,33,2024-12-30 14:06:36.9733333
SO55188,LJ-0192-X,27924,2013-03-29,2013-04-05,2013-04-10,50,1,50,2024-12-30 14:06:36.9733333
SO55189,VE-C304-S,11153,2013-03-29,2013-04-05,2013-04-10,64,1,64,2024-12-30 14:06:36.9733333
SO55189,TT-R982,11153,2013-03-29,2013-04-05,2013-04-10,4,1,4,2024-12-30 14:06:36.9733333
SO55190,TT-R982,11253,2013-03-29,2013-04-05,2013-04-10,4,1,4,2024-12-30 14:06:36.9733333
SO55190,HL-U509,11253,2013-03-29,2013-04-05,2013-04-10,35,1,35,2024-12-30 14:06:36.9733333
SO55190,LJ-0192-M,11253,2013-03-29,2013-04-05,2013-04-10,50,1,50,2024-12-30 14:06:36.9733333
SO55191,TT-R982,11177,2013-03-29,2013-04-05,2013-04-10,4,1,4,2024-12-30 14:06:36.9733333
